Line,Km,Speed[km/h],SampleCount [n.],Slope1 [mm/m],Slope2 [mm/m],CoachRoll [rad],CoachStagger [mm],CoachHeight [mm],Temperature [?],Last Pole Code [---],HeightWire1 [mm],HeightWire2 [mm],HeightWire3 [mm],HeightWire4 [mm],StaggerWire1 [mm],StaggerWire2 [mm],StaggerWire3 [mm],StaggerWire4 [mm],WearWire1 [mm],WearWire2 [mm],WearWire3 [mm],WearWire4 [mm]
GREY LINE,48.436,4.6,410,0.073,-0.269,0,0,0,0,,4293.895,4291.042,1.#IO,1.#IO,-9.8,-49.256,1.#IO,1.#IO,12.747,12.624,1.#IO,1.#IO
GREY LINE,48.436,4.6,411,0.028,-0.28,0,0,0,0,,4293.833,4291.061,1.#IO,1.#IO,-9.767,-49.219,1.#IO,1.#IO,12.746,12.624,1.#IO,1.#IO
GREY LINE,48.436,4.6,412,-0.019,-0.292,0,0,0,0,,4293.781,4291.07,1.#IO,1.#IO,-9.733,-49.182,1.#IO,1.#IO,12.745,12.624,1.#IO,1.#IO
GREY LINE,48.436,4.6,413,-0.074,-0.306,0,0,0,0,,4293.727,4291.073,1.#IO,1.#IO,-9.7,-49.145,1.#IO,1.#IO,12.744,12.623,1.#IO,1.#IO
GREY LINE,48.436,4.6,414,-0.12,-0.319,0,0,0,0,,4293.671,4291.073,1.#IO,1.#IO,-9.667,-49.104,1.#IO,1.#IO,12.743,12.623,1.#IO,1.#IO
GREY LINE,48.436,4.6,415,-0.167,-0.33,0,0,0,0,,4293.616,4291.067,1.#IO,1.#IO,-9.632,-49.061,1.#IO,1.#IO,12.743,12.623,1.#IO,1.#IO
GREY LINE,48.436,4.6,416,-0.218,-0.342,0,0,0,0,,4293.563,4290.866,1.#IO,1.#IO,-9.595,-49.019,1.#IO,1.#IO,12.743,12.623,1.#IO,1.#IO
GREY LINE,48.436,4.6,417,-0.264,-0.356,0,0,0,0,,4293.516,4290.855,1.#IO,1.#IO,-9.557,-48.974,1.#IO,1.#IO,12.742,12.622,1.#IO,1.#IO
GREY LINE,48.436,4.6,418,-0.312,-0.37,0,0,0,0,,4293.463,4290.864,1.#IO,1.#IO,-9.521,-48.928,1.#IO,1.#IO,12.743,12.622,1.#IO,1.#IO
GREY LINE,48.436,4.6,419,-0.359,-0.383,0,0,0,0,,4293.416,4290.904,1.#IO,1.#IO,-9.484,-48.866,1.#IO,1.#IO,12.743,12.622,1.#IO,1.#IO
GREY LINE,48.4362,4.6,420,-0.402,-0.398,0,0,0,0,,4293.368,4290.844,1.#IO,1.#IO,-9.45,-48.811,1.#IO,1.#IO,12.743,12.621,1.#IO,1.#IO
GREY LINE,48.4362,4.6,421,-0.444,-0.41,0,0,0,0,,4293.332,4290.762,1.#IO,1.#IO,-9.418,-48.786,1.#IO,1.#IO,12.74,12.621,1.#IO,1.#IO
GREY LINE,48.4362,4.6,422,-0.481,-0.423,0,0,0,0,,4293.291,4290.73,1.#IO,1.#IO,-9.386,-48.776,1.#IO,1.#IO,12.739,12.621,1.#IO,1.#IO
GREY LINE,48.4362,4.6,423,-0.523,-0.435,0,0,0,0,,4293.252,4290.603,1.#IO,1.#IO,-9.357,-48.72,1.#IO,1.#IO,12.738,12.62,1.#IO,1.#IO
GREY LINE,48.4362,4.6,424,-0.558,-0.449,0,0,0,0,,4293.209,4290.618,1.#IO,1.#IO,-9.331,-48.686,1.#IO,1.#IO,12.735,12.619,1.#IO,1.#IO
GREY LINE,48.4362,4.6,425,-0.598,-0.463,0,0,0,0,,4293.27,4290.752,1.#IO,1.#IO,-9.282,-48.694,1.#IO,1.#IO,12.731,12.619,1.#IO,1.#IO
GREY LINE,48.4362,4.6,426,-0.646,-0.474,0,0,0,0,,4293.355,4290.742,1.#IO,1.#IO,-9.224,-48.681,1.#IO,1.#IO,12.73,12.618,1.#IO,1.#IO
GREY LINE,48.4362,4.6,427,-0.69,-0.49,0,0,0,0,,4293.395,4290.771,1.#IO,1.#IO,-9.157,-48.676,1.#IO,1.#IO,12.73,12.618,1.#IO,1.#IO
GREY LINE,48.4362,4.6,428,-0.732,-0.504,0,0,0,0,,4293.262,4290.851,1.#IO,1.#IO,-9.123,-48.668,1.#IO,1.#IO,12.73,12.617,1.#IO,1.#IO
GREY LINE,48.4362,4.6,429,-0.775,-0.52,0,0,0,0,,4293.145,4290.708,1.#IO,1.#IO,-9.087,-48.638,1.#IO,1.#IO,12.729,12.617,1.#IO,1.#IO
GREY LINE,48.4364,4.7,430,-0.811,-0.537,0,0,0,0,,4293.124,4290.602,1.#IO,1.#IO,-9.066,-48.611,1.#IO,1.#IO,12.728,12.616,1.#IO,1.#IO
GREY LINE,48.4364,4.7,431,-0.842,-0.552,0,0,0,0,,4293.078,4290.513,1.#IO,1.#IO,-9.051,-48.601,1.#IO,1.#IO,12.728,12.616,1.#IO,1.#IO
GREY LINE,48.4364,4.7,432,-0.881,-0.568,0,0,0,0,,4293.135,4290.459,1.#IO,1.#IO,-9.018,-48.597,1.#IO,1.#IO,12.728,12.616,1.#IO,1.#IO
GREY LINE,48.4364,4.7,433,-0.918,-0.57,0,0,0,0,,4293.217,4290.377,1.#IO,1.#IO,-8.985,-48.59,1.#IO,1.#IO,12.726,12.616,1.#IO,1.#IO
GREY LINE,48.4364,4.7,434,-0.95,-0.572,0,0,0,0,,4293.314,4290.343,1.#IO,1.#IO,-8.95,-48.549,1.#IO,1.#IO,12.727,12.615,1.#IO,1.#IO
GREY LINE,48.4364,4.7,435,-0.991,-0.575,0,0,0,0,,4293.272,4290.409,1.#IO,1.#IO,-8.908,-48.52,1.#IO,1.#IO,12.727,12.615,1.#IO,1.#IO
GREY LINE,48.4364,4.7,436,-1.02,-0.578,0,0,0,0,,4293.241,4290.321,1.#IO,1.#IO,-8.873,-48.472,1.#IO,1.#IO,12.728,12.617,1.#IO,1.#IO
GREY LINE,48.4364,4.7,437,-1.059,-0.577,0,0,0,0,,4293.192,4290.285,1.#IO,1.#IO,-8.814,-48.438,1.#IO,1.#IO,12.728,12.618,1.#IO,1.#IO
GREY LINE,48.4364,4.7,438,-1.093,-0.58,0,0,0,0,,4293.178,4290.401,1.#IO,1.#IO,-8.78,-48.437,1.#IO,1.#IO,12.728,12.618,1.#IO,1.#IO
GREY LINE,48.4364,4.7,439,-1.127,-0.579,0,0,0,0,,4293.152,4290.378,1.#IO,1.#IO,-8.739,-48.401,1.#IO,1.#IO,12.728,12.618,1.#IO,1.#IO
GREY LINE,48.4366,4.8,440,-1.159,-0.58,0,0,0,0,,4293.169,4290.408,1.#IO,1.#IO,-8.689,-48.383,1.#IO,1.#IO,12.728,12.618,1.#IO,1.#IO
GREY LINE,48.4366,4.8,441,-1.187,-0.58,0,0,0,0,,4293.082,4290.285,1.#IO,1.#IO,-8.644,-48.333,1.#IO,1.#IO,12.727,12.617,1.#IO,1.#IO
GREY LINE,48.4366,4.8,442,-1.212,-0.58,0,0,0,0,,4292.868,4290.182,1.#IO,1.#IO,-8.586,-48.328,1.#IO,1.#IO,12.727,12.617,1.#IO,1.#IO
GREY LINE,48.4366,4.8,443,-1.233,-0.58,0,0,0,0,,4292.713,4290.037,1.#IO,1.#IO,-8.533,-48.319,1.#IO,1.#IO,12.726,12.617,1.#IO,1.#IO
GREY LINE,48.4366,4.8,444,-1.248,-0.581,0,0,0,0,,4292.558,4290.007,1.#IO,1.#IO,-8.475,-48.319,1.#IO,1.#IO,12.726,12.616,1.#IO,1.#IO
GREY LINE,48.4366,4.8,445,-1.266,-0.581,0,0,0,0,,4292.421,4289.844,1.#IO,1.#IO,-8.413,-48.303,1.#IO,1.#IO,12.725,12.616,1.#IO,1.#IO
GREY LINE,48.4366,4.8,446,-1.277,-0.58,0,0,0,0,,4292.21,4289.885,1.#IO,1.#IO,-8.356,-48.285,1.#IO,1.#IO,12.725,12.616,1.#IO,1.#IO
GREY LINE,48.4366,4.8,447,-1.291,-0.579,0,0,0,0,,4292.085,4289.885,1.#IO,1.#IO,-8.291,-48.248,1.#IO,1.#IO,12.724,12.615,1.#IO,1.#IO
GREY LINE,48.4366,4.8,448,-1.301,-0.578,0,0,0,0,,4291.928,4289.848,1.#IO,1.#IO,-8.227,-48.211,1.#IO,1.#IO,12.723,12.615,1.#IO,1.#IO
GREY LINE,48.4366,4.8,449,-1.309,-0.576,0,0,0,0,,4291.816,4289.824,1.#IO,1.#IO,-8.179,-48.173,1.#IO,1.#IO,12.722,12.615,1.#IO,1.#IO
GREY LINE,48.4368,4.8,450,-1.321,-0.575,0,0,0,0,,4291.693,4289.81,1.#IO,1.#IO,-8.121,-48.129,1.#IO,1.#IO,12.721,12.614,1.#IO,1.#IO
GREY LINE,48.4368,4.8,451,-1.332,-0.573,0,0,0,0,,4291.532,4289.886,1.#IO,1.#IO,-8.062,-48.109,1.#IO,1.#IO,12.719,12.614,1.#IO,1.#IO
GREY LINE,48.4368,4.8,452,-1.336,-0.569,0,0,0,0,,4291.377,4289.841,1.#IO,1.#IO,-8.008,-48.072,1.#IO,1.#IO,12.718,12.613,1.#IO,1.#IO
GREY LINE,48.4368,4.8,453,-1.342,-0.566,0,0,0,0,,4291.25,4289.899,1.#IO,1.#IO,-7.97,-48.048,1.#IO,1.#IO,12.716,12.613,1.#IO,1.#IO
GREY LINE,48.4368,4.8,454,-1.35,-0.563,0,0,0,0,,4291.224,4289.855,1.#IO,1.#IO,-7.95,-48.004,1.#IO,1.#IO,12.715,12.612,1.#IO,1.#IO
GREY LINE,48.4368,4.8,455,-1.349,-0.56,0,0,0,0,,4291.202,4289.809,1.#IO,1.#IO,-7.928,-47.96,1.#IO,1.#IO,12.714,12.612,1.#IO,1.#IO
GREY LINE,48.4368,4.8,456,-1.351,-0.554,0,0,0,0,,4291.185,4289.78,1.#IO,1.#IO,-7.91,-47.915,1.#IO,1.#IO,12.714,12.611,1.#IO,1.#IO
GREY LINE,48.4368,4.8,457,-1.355,-0.551,0,0,0,0,,4291.15,4289.85,1.#IO,1.#IO,-7.89,-47.887,1.#IO,1.#IO,12.713,12.61,1.#IO,1.#IO
GREY LINE,48.4368,4.8,458,-1.353,-0.547,0,0,0,0,,4291.127,4289.814,1.#IO,1.#IO,-7.87,-47.843,1.#IO,1.#IO,12.713,12.61,1.#IO,1.#IO
GREY LINE,48.4368,4.8,459,-1.348,-0.543,0,0,0,0,,4291.098,4289.784,1.#IO,1.#IO,-7.848,-47.797,1.#IO,1.#IO,12.712,12.609,1.#IO,1.#IO
GREY LINE,48.437,4.9,460,-1.347,-0.54,0,0,0,0,,4291.078,4289.782,1.#IO,1.#IO,-7.824,-47.717,1.#IO,1.#IO,12.711,12.608,1.#IO,1.#IO
GREY LINE,48.437,4.9,461,-1.339,-0.533,0,0,0,0,,4291.056,4289.756,1.#IO,1.#IO,-7.804,-47.67,1.#IO,1.#IO,12.711,12.607,1.#IO,1.#IO
GREY LINE,48.437,4.9,462,-1.333,-0.529,0,0,0,0,,4291.043,4289.727,1.#IO,1.#IO,-7.786,-47.623,1.#IO,1.#IO,12.71,12.607,1.#IO,1.#IO
GREY LINE,48.437,4.9,463,-1.323,-0.523,0,0,0,0,,4291.024,4289.653,1.#IO,1.#IO,-7.769,-47.56,1.#IO,1.#IO,12.709,12.606,1.#IO,1.#IO
GREY LINE,48.437,4.9,464,-1.309,-0.517,0,0,0,0,,4291.009,4289.623,1.#IO,1.#IO,-7.752,-47.513,1.#IO,1.#IO,12.708,12.606,1.#IO,1.#IO
GREY LINE,48.437,4.9,465,-1.301,-0.511,0,0,0,0,,4290.998,4289.606,1.#IO,1.#IO,-7.737,-47.47,1.#IO,1.#IO,12.707,12.605,1.#IO,1.#IO
GREY LINE,48.437,4.9,466,-1.291,-0.504,0,0,0,0,,4290.988,4289.532,1.#IO,1.#IO,-7.725,-47.413,1.#IO,1.#IO,12.706,12.604,1.#IO,1.#IO
GREY LINE,48.437,4.9,467,-1.279,-0.496,0,0,0,0,,4290.979,4289.685,1.#IO,1.#IO,-7.716,-47.375,1.#IO,1.#IO,12.705,12.603,1.#IO,1.#IO
GREY LINE,48.437,4.9,468,-1.27,-0.49,0,0,0,0,,4290.964,4289.66,1.#IO,1.#IO,-7.709,-47.338,1.#IO,1.#IO,12.704,12.602,1.#IO,1.#IO
GREY LINE,48.437,4.9,469,-1.257,-0.483,0,0,0,0,,4290.958,4289.645,1.#IO,1.#IO,-7.703,-47.296,1.#IO,1.#IO,12.703,12.602,1.#IO,1.#IO
GREY LINE,48.4372,5,470,-1.242,-0.477,0,0,0,0,,4290.948,4289.615,1.#IO,1.#IO,-7.699,-47.262,1.#IO,1.#IO,12.702,12.601,1.#IO,1.#IO
GREY LINE,48.4372,5,471,-1.231,-0.471,0,0,0,0,,4290.941,4289.588,1.#IO,1.#IO,-7.694,-47.227,1.#IO,1.#IO,12.702,12.601,1.#IO,1.#IO
GREY LINE,48.4372,5,472,-1.217,-0.462,0,0,0,0,,4290.919,4289.551,1.#IO,1.#IO,-7.686,-47.161,1.#IO,1.#IO,12.701,12.6,1.#IO,1.#IO
GREY LINE,48.4372,5,473,-1.206,-0.455,0,0,0,0,,4290.905,4289.521,1.#IO,1.#IO,-7.682,-47.086,1.#IO,1.#IO,12.7,12.6,1.#IO,1.#IO
GREY LINE,48.4372,5,474,-1.195,-0.448,0,0,0,0,,4290.89,4289.51,1.#IO,1.#IO,-7.672,-47.044,1.#IO,1.#IO,12.7,12.6,1.#IO,1.#IO
GREY LINE,48.4372,5,475,-1.18,-0.439,0,0,0,0,,4290.884,4289.462,1.#IO,1.#IO,-7.659,-46.998,1.#IO,1.#IO,12.699,12.6,1.#IO,1.#IO
GREY LINE,48.4372,5,476,-1.162,-0.43,0,0,0,0,,4290.881,4289.321,1.#IO,1.#IO,-7.645,-46.931,1.#IO,1.#IO,12.699,12.601,1.#IO,1.#IO
GREY LINE,48.4372,5,477,-1.141,-0.432,0,0,0,0,,4290.856,4289.288,1.#IO,1.#IO,-7.635,-46.889,1.#IO,1.#IO,12.698,12.602,1.#IO,1.#IO
GREY LINE,48.4372,5,478,-1.121,-0.435,0,0,0,0,,4289.272,1.#IO,1.#IO,1.#IO,-46.844,1.#IO,1.#IO,1.#IO,12.602,1.#IO,1.#IO,1.#IO
GREY LINE,48.4372,5,479,-1.098,-0.436,0,0,0,0,,4289.238,1.#IO,1.#IO,1.#IO,-46.794,1.#IO,1.#IO,1.#IO,12.602,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,480,-1.083,-0.437,0,0,0,0,,4289.146,1.#IO,1.#IO,1.#IO,-46.735,1.#IO,1.#IO,1.#IO,12.602,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,481,-1.062,-0.439,0,0,0,0,,4289.112,1.#IO,1.#IO,1.#IO,-46.692,1.#IO,1.#IO,1.#IO,12.601,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,482,-1.047,-0.441,0,0,0,0,,4289.025,1.#IO,1.#IO,1.#IO,-46.635,1.#IO,1.#IO,1.#IO,12.601,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,483,-1.027,-0.442,0,0,0,0,,4289.004,1.#IO,1.#IO,1.#IO,-46.59,1.#IO,1.#IO,1.#IO,12.601,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,484,-1.011,-0.443,0,0,0,0,,4288.978,1.#IO,1.#IO,1.#IO,-46.547,1.#IO,1.#IO,1.#IO,12.601,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,485,-0.989,-0.444,0,0,0,0,,4288.895,1.#IO,1.#IO,1.#IO,-46.494,1.#IO,1.#IO,1.#IO,12.601,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,486,-0.966,-0.446,0,0,0,0,,4288.879,1.#IO,1.#IO,1.#IO,-46.45,1.#IO,1.#IO,1.#IO,12.6,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,487,-0.947,-0.447,0,0,0,0,,4288.856,1.#IO,1.#IO,1.#IO,-46.41,1.#IO,1.#IO,1.#IO,12.6,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,488,-0.92,-0.445,0,0,0,0,,4288.84,1.#IO,1.#IO,1.#IO,-46.371,1.#IO,1.#IO,1.#IO,12.6,1.#IO,1.#IO,1.#IO
GREY LINE,48.4374,5,489,-0.89,-0.444,0,0,0,0,,4288.803,1.#IO,1.#IO,1.#IO,-46.302,1.#IO,1.#IO,1.#IO,12.6,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,490,-0.863,-0.444,0,0,0,0,,4288.787,1.#IO,1.#IO,1.#IO,-46.258,1.#IO,1.#IO,1.#IO,12.599,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,491,-0.839,-0.444,0,0,0,0,,4288.772,1.#IO,1.#IO,1.#IO,-46.216,1.#IO,1.#IO,1.#IO,12.599,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,492,-0.81,-0.443,0,0,0,0,,4288.764,1.#IO,1.#IO,1.#IO,-46.193,1.#IO,1.#IO,1.#IO,12.599,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,493,-0.794,-0.443,0,0,0,0,,4288.763,1.#IO,1.#IO,1.#IO,-46.148,1.#IO,1.#IO,1.#IO,12.599,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,494,-0.77,-0.441,0,0,0,0,,4288.74,1.#IO,1.#IO,1.#IO,-46.101,1.#IO,1.#IO,1.#IO,12.598,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,495,-0.755,-0.439,0,0,0,0,,4288.729,1.#IO,1.#IO,1.#IO,-46.053,1.#IO,1.#IO,1.#IO,12.596,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,496,-0.739,-0.436,0,0,0,0,,4288.725,1.#IO,1.#IO,1.#IO,-46.008,1.#IO,1.#IO,1.#IO,12.595,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,497,-0.718,-0.435,0,0,0,0,,4288.717,1.#IO,1.#IO,1.#IO,-45.961,1.#IO,1.#IO,1.#IO,12.593,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,498,-0.698,-0.432,0,0,0,0,,4288.713,1.#IO,1.#IO,1.#IO,-45.917,1.#IO,1.#IO,1.#IO,12.591,1.#IO,1.#IO,1.#IO
GREY LINE,48.4376,5.1,499,-0.684,-0.426,0,0,0,0,,4288.703,1.#IO,1.#IO,1.#IO,-45.869,1.#IO,1.#IO,1.#IO,12.59,1.#IO,1.#IO,1.#IO
GREY LINE,48.4378,5.1,500,-0.662,-0.422,0,0,0,0,,4288.697,1.#IO,1.#IO,1.#IO,-45.819,1.#IO,1.#IO,1.#IO,12.59,1.#IO,1.#IO,1.#IO
